# Time;0.7;0.07;0.007
0:00:00;0;0;0
0:00:30;12;15;23
0:01:00;24;29;39
0:01:30;27;41;51
0:02:00;28;51;65
0:02:30;29;59;72
0:03:00;34;61;84
0:03:30;32;71;97
0:04:00;33;76;105
0:04:30;39;89;129
0:05:00;47;99;129
0:05:30;52;118;137
0:06:00;52;121;139
0:06:30;56;129;143
0:07:00;62;125;142
0:07:30;64;117;140
0:08:00;72;110;138
0:08:30;75;103;136
0:09:00;77;95;133
0:09:30;81;98;136
0:10:00;83;100;137
0:10:30;93;98;135
0:11:00;94;94;130
0:11:30;93;89;124
0:12:00;87;84;116
0:12:30;81;78;109
0:13:00;74;72;102
0:13:30;66;69;95
0:14:00;57;66;87
0:14:30;52;61;79
0:15:00;45;55;72
0:15:30;39;51;65
0:16:00;33;45;58
0:16:30;25;39;52
0:17:00;18;34;45
0:17:30;12;28;38
0:18:00;8;23;31
0:18:30;7;17;24
0:19:00;7;12;17
0:19:30;8;8;10
0:20:00;8;10;9
0:20:30;9;8;7
0:21:00;8;7;6
0:21:30;8;8;7
0:22:00;9;12;11
0:22:30;10;19;20
0:23:00;9;13;15
0:23:30;8;12;11
0:24:00;7;7;7
0:24:30;8;13;8
0:25:00;8;13;12
0:25:30;9;8;9
0:26:00;8;8;9
0:26:30;9;7;8
0:27:00;8;7;7
0:27:30;9;7;7
0:28:00;8;7;8
0:28:30;10;7;8
0:29:00;10;11;14
0:29:30;10;14;16
0:30:00;12;12;14
0:30:30;12;12;12
0:31:00;8;8;6
0:31:30;7;8;7
0:32:00;7;10;7
0:32:30;8;9;8
0:33:00;8;12;14
0:33:30;13;14;16
0:34:00;12;9;14
0:34:30;11;10;11
0:35:00;9;8;9
0:35:30;9;9;14
0:36:00;9;9;15
0:36:30;10;12;18
0:37:00;8;8;15
0:37:30;9;8;13
0:38:00;8;9;10
0:38:30;10;7;9
0:39:00;8;9;8
0:39:30;9;7;7
0:40:00;9;7;7
0:40:30;8;7;11
0:41:00;9;7;7
0:41:30;12;8;8
0:42:00;16;7;7
0:42:30;17;6;6
0:43:00;11;6;6
0:43:30;10;8;7
0:44:00;17;7;7
0:44:30;26;7;8
0:45:00;32;8;7
0:45:30;41;14;7
0:46:00;42;12;7
0:46:30;46;14;8
0:47:00;50;11;8
0:47:30;50;17;8
0:48:00;51;22;7
0:48:30;49;30;14
0:49:00;47;34;22
0:49:30;48;45;26
0:50:00;52;52;30
0:50:30;54;57;40
0:51:00;56;62;48
0:51:30;65;64;54
0:52:00;71;67;57
0:52:30;82;71;66
0:53:00;82;79;69
0:53:30;77;80;71
0:54:00;74;83;76
0:54:30;71;88;83
0:55:00;69;85;80
0:55:30;66;80;78
0:56:00;62;74;79
0:56:30;65;67;72
0:57:00;59;59;63
0:57:30;58;55;62
0:58:00;56;52;66
0:58:30;59;48;68
0:59:00;60;45;63
0:59:30;65;39;63
1:00:00;68;40;59
